(497, 0.98760438)
(2619, 0.9873926)
(2620, 0.98227334)
(934, 0.97908473)
(2411, 0.97544098)
(440, 0.97314292)
(2323, 0.97097874)
(2618, 0.95406079)
(2109, 0.94238055)
(1018, 0.94204545)
(2480, 0.93999648)
(2035, 0.93580103)
(1165, 0.93002629)
(2841, 0.92576063)
(2621, 0.91537064)
(2060, 0.91182226)
(2410, 0.91072577)
(2655, 0.90589249)
(496, 0.90317893)
(2161, 0.89679646)
